From	Entry	Reviewed	Entry Name	Protein names
NB5R3_HUMAN	P00387	reviewed	NB5R3_HUMAN	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)
CNDD2_ARATH	A0A1I9LM04	reviewed	CNDD2_ARATH	Condensin-1 complex subunit CAP-D2 (Protein CHROMOSOME-ASSOCIATED POLYPEPTIDE D-2) (AtCap-D2)
MMP23_HUMAN	O75900	reviewed	MMP23_HUMAN	Matrix metalloproteinase-23 (MMP-23) (EC 3.4.24.-) (Femalysin) (MIFR-1) (Matrix metalloproteinase-21) (MMP-21) (Matrix metalloproteinase-22) (MMP-22) [Cleaved into: Matrix metalloproteinase-23, soluble form]
DEGS1_DROME	Q94515	reviewed	DEGS1_DROME	Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Degenerative spermatocyte homolog 1) (DES-1) (Dihydroceramide desaturase-1)
REV3L_HUMAN	O60673	reviewed	REV3L_HUMAN	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (hREV3)
EBO_DROME	Q9VDC6	reviewed	EBO_DROME	Beta-alanyl-bioamine nonribosomal peptide synthetase ebony (EC 6.3.2.-) (N-beta-alanyldopamine synthase) (NBAD-synthase) (Protein ebony)
RADIL_HUMAN	Q96JH8	reviewed	RADIL_HUMAN	Ras-associating and dilute domain-containing protein
MUC4_MOUSE	Q8JZM8	reviewed	MUC4_MOUSE	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]
NCF1_HUMAN	P14598	reviewed	NCF1_HUMAN	Neutrophil cytosol factor 1 (NCF-1) (47 kDa autosomal chronic granulomatous disease protein) (47 kDa neutrophil oxidase factor) (NCF-47K) (Neutrophil NADPH oxidase factor 1) (Nox organizer 2) (Nox-organizing protein 2) (SH3 and PX domain-containing protein 1A) (p47-phox)
RS27A_MOUSE	P62983	reviewed	RS27A_MOUSE	Ubiquitin-ribosomal protein eS31 fusion protein (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S27a)]
SLK_HUMAN	Q9H2G2	reviewed	SLK_HUMAN	STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2)
SMG5_DANRE	F1R7R1	reviewed	SMG5_DANRE	Nonsense-mediated mRNA decay factor SMG5 (EST1-like protein B) (SMG-5 homolog)
DYHC_DICDI	P34036	reviewed	DYHC_DICDI	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)
SCHI1_HUMAN	P0DPB3	reviewed	SCHI1_HUMAN	Schwannomin-interacting protein 1 (SCHIP-1)
NOC3_ARATH	F4IDJ0	reviewed	NOC3_ARATH	Nucleolar complex-associated protein 3 (AtNOC3)
KCIP2_HUMAN	Q9NS61	reviewed	KCIP2_HUMAN	A-type potassium channel modulatory protein KCNIP2 (Cardiac voltage-gated potassium channel modulatory subunit) (Kv channel-interacting protein 2) (KChIP2) (Potassium channel-interacting protein 2)
CAV_DROME	Q95RV2	reviewed	CAV_DROME	Telomere-binding protein cav (Anonymous fast evolving 1G5) (HP1/ORC-associated protein) (HOAP p55) (Protein caravaggio)
RL3L_MOUSE	E9PWZ3	reviewed	RL3L_MOUSE	Large ribosomal subunit protein uL3-like (60S ribosomal protein L3-like)
DNJA3_HUMAN	Q96EY1	reviewed	DNJA3_HUMAN	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)
NSMA3_HUMAN	Q9NXE4	reviewed	NSMA3_HUMAN	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)
ERBIN_HUMAN	Q96RT1	reviewed	ERBIN_HUMAN	Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2)
OR4M1_MOUSE	Q8VFT4	reviewed	OR4M1_MOUSE	Olfactory receptor 4M1 (Olfactory receptor 734)
TRXR1_HUMAN	Q16881	reviewed	TRXR1_HUMAN	Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (Gene associated with retinoic and interferon-induced mortality 12 protein) (GRIM-12) (Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1) (EC 1.11.1.2) (Thioredoxin reductase TR1)
CD8B_HUMAN	P10966	reviewed	CD8B_HUMAN	T-cell surface glycoprotein CD8 beta chain (CD antigen CD8b)
PDE8A_HUMAN	O60658	reviewed	PDE8A_HUMAN	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)
SL9A6_RAT	D3ZJ86	reviewed	SL9A6_RAT	Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Sodium/hydrogen exchanger) (Solute carrier family 9 member 6)
HSP7C_MOUSE	P63017	reviewed	HSP7C_MOUSE	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)
VSX1_HUMAN	Q9NZR4	reviewed	VSX1_HUMAN	Visual system homeobox 1 (Homeodomain protein RINX) (Retinal inner nuclear layer homeobox protein) (Transcription factor VSX1)
RAF20_ARATH	Q9SAJ2	reviewed	RAF20_ARATH	RAF-like serine/threonine-protein kinase 20 (EC 2.7.11.1) (Serine/threonine/Tyrosine protein kinase 14)
CALM1_MOUSE	P0DP26	reviewed	CALM1_MOUSE	Calmodulin-1
FIBG_HUMAN	P02679	reviewed	FIBG_HUMAN	Fibrinogen gamma chain
CA2D2_MOUSE	Q6PHS9	reviewed	CA2D2_MOUSE	Voltage-dependent calcium channel subunit alpha-2/delta-2 (Protein ducky) (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]
SH3L3_RAT	B2RZ27	reviewed	SH3L3_RAT	SH3 domain-binding glutamic acid-rich-like protein 3 (TNF inhibitory protein B1) (TIP-B1)
SMAD3_HUMAN	P84022	reviewed	SMAD3_HUMAN	Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (hMAD-3) (JV15-2) (SMAD family member 3) (SMAD 3) (Smad3) (hSMAD3)
CSTM9_ARATH	Q9LHJ3	reviewed	CSTM9_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 9 (AthCYSTM9)
RL14_CANAL	A0A1D8PFL9	reviewed	RL14_CANAL	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)
SCP2_HUMAN	P22307	reviewed	SCP2_HUMAN	Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X) (SCP-X)
FBH1_HUMAN	Q8NFZ0	reviewed	FBH1_HUMAN	F-box DNA helicase 1 (hFBH1) (EC 5.6.2.4) (DNA 3'-5' helicase 1) (F-box only protein 18)
S41A3_HUMAN	Q96GZ6	reviewed	S41A3_HUMAN	Solute carrier family 41 member 3
HGF_HUMAN	P14210	reviewed	HGF_HUMAN	Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain]
NRAM2_HUMAN	P49281	reviewed	NRAM2_HUMAN	Natural resistance-associated macrophage protein 2 (NRAMP 2) (Divalent cation transporter 1) (Divalent metal transporter 1) (DMT-1) (Solute carrier family 11 member 2)
SLD5_ARATH	Q6NQP5	reviewed	SLD5_ARATH	DNA replication complex GINS protein SLD5 (Protein EMBRYO DEFECTIVE 2812) (Protein SYNTHETIC LETHALITY WITH DPB11-1 5)
RTN4_MOUSE	Q99P72	reviewed	RTN4_MOUSE	Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein)
SELPA_DANRE	Q98SV1	reviewed	SELPA_DANRE	Selenoprotein Pa (zSelPa)
SCOP3_ARATH	P0DO60	reviewed	SCOP3_ARATH	Serine rich endogenous peptide 3 (AtSCOOP3) (Phytocytokine SCOOP3) (Probable precursor of serine rich endogenous peptide phytocytokine 3)
KAT8_HUMAN	Q9H7Z6	reviewed	KAT8_HUMAN	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (Males-absent on the first protein homolog) (hMOF) (Protein acetyltransferase KAT8) (EC 2.3.1.-) (Protein propionyltransferase KAT8) (EC 2.3.1.-)
PO4F1_RAT	P20266	reviewed	PO4F1_RAT	POU domain, class 4, transcription factor 1 (Brain-specific homeobox/POU domain protein 3A) (Brain-3A) (Brn-3A)
SCOP7_ARATH	A8MS31	reviewed	SCOP7_ARATH	Serine rich endogenous peptide 7 (AtSCOOP7) (Phytocytokine SCOOP7) (Precursor of serine rich endogenous peptide phytocytokine 7)
ANGL4_HUMAN	Q9BY76	reviewed	ANGL4_HUMAN	Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) [Cleaved into: ANGPTL4 N-terminal chain; ANGPTL4 C-terminal chain]
OXLA_MOUSE	O09046	reviewed	OXLA_MOUSE	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (EC 1.4.3.25) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (mIL4I1) (Protein Fig-1) (mFIG1)
DRB5_HUMAN	Q30154	reviewed	DRB5_HUMAN	HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)
NBEA_MOUSE	Q9EPN1	reviewed	NBEA_MOUSE	Neurobeachin (Lysosomal-trafficking regulator 2)
SGO1_HUMAN	Q5FBB7	reviewed	SGO1_HUMAN	Shugoshin 1 (Serologically defined breast cancer antigen NY-BR-85) (Shugoshin-like 1)
RTN4_HUMAN	Q9NQC3	reviewed	RTN4_HUMAN	Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5)
PERL_MOUSE	Q5SW46	reviewed	PERL_MOUSE	Lactoperoxidase (LPO) (EC 1.11.1.7)
KL24A_DANRE	Q08BL9	reviewed	KL24A_DANRE	Kelch-like protein 24a (Kelch-like family member 24a)
NBEA_DROME	Q9W4E2	reviewed	NBEA_DROME	Neurobeachin (A-kinase anchor protein 550) (AKAP 550) (Protein rugose) (dAKAP550)
QKI_MOUSE	Q9QYS9	reviewed	QKI_MOUSE	KH domain-containing RNA-binding protein QKI (Protein quaking) (MqkI)
MORN_HUMAN	P69208	reviewed	MORN_HUMAN	Morphogenetic neuropeptide (Head activator) (HA)
PTC1_HUMAN	Q13635	reviewed	PTC1_HUMAN	Protein patched homolog 1 (PTC) (PTC1)
VPS41_DROME	Q7PL76	reviewed	VPS41_DROME	Vacuolar protein sorting-associated protein 41 homolog (Protein light)
PEG_DROME	Q9VDG1	reviewed	PEG_DROME	Protein pegasus
ORC3_HUMAN	Q9UBD5	reviewed	ORC3_HUMAN	Origin recognition complex subunit 3 (Origin recognition complex subunit Latheo)
AXO_DROME	M9PE65	reviewed	AXO_DROME	Axotactin
SL1_ARATH	Q9SJ50	reviewed	SL1_ARATH	Protein SEEDLING LETHAL 1, chloroplastic (Mitochondrial transcription termination factor 3) (mTERF 3) (Protein EMBRYO DEFECTIVE 3114) (Transcription termination factor mTERF3)
VP13B_SCHPO	O42926	reviewed	VP13B_SCHPO	Intermembrane lipid transfer protein vps1302 (Vacuolar protein sorting-associated protein 13b)
IF4G2_HUMAN	P78344	reviewed	IF4G2_HUMAN	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)
NUP98_HUMAN	P52948	reviewed	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]
VLG_ARATH	Q6NQN8	reviewed	VLG_ARATH	Protein VACUOLELESS GAMETOPHYTES
CFA54_MOUSE	Q8C6S9	reviewed	CFA54_MOUSE	Cilia- and flagella-associated protein 54
WDR91_HUMAN	A4D1P6	reviewed	WDR91_HUMAN	WD repeat-containing protein 91
MSL3_DROME	P50536	reviewed	MSL3_DROME	Protein male-specific lethal-3
KDM4C_HUMAN	Q9H3R0	reviewed	KDM4C_HUMAN	Lysine-specific demethylase 4C (EC 1.14.11.66) (Gene amplified in squamous cell carcinoma 1 protein) (GASC-1 protein) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C) ([histone H3]-trimethyl-L-lysine(9) demethylase 4C)
INT11_HUMAN	Q5TA45	reviewed	INT11_HUMAN	Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein) (Protein related to CPSF subunits of 68 kDa) (RC-68)
RHG08_HUMAN	P85298	reviewed	RHG08_HUMAN	Rho GTPase-activating protein 8 (Rho-type GTPase-activating protein 8)
S29A3_HUMAN	Q9BZD2	reviewed	S29A3_HUMAN	Equilibrative nucleoside transporter 3 (hENT3) (Solute carrier family 29 member 3)
PARIS_DROME	Q9VR05	reviewed	PARIS_DROME	Zinc finger protein Paris (Parkin-interacting substrate)
SMG7_DANRE	Q1LVF3	reviewed	SMG7_DANRE	Nonsense-mediated mRNA decay factor SMG7 (SMG-7 homolog)
TMX3A_DANRE	A0A8M1N5Y4	reviewed	TMX3A_DANRE	Protein disulfide-isomerase tmx3a (EC 5.3.4.1)
CHD9_HUMAN	Q3L8U1	reviewed	CHD9_HUMAN	Chromodomain-helicase-DNA-binding protein 9 (CHD-9) (EC 3.6.4.12) (ATP-dependent helicase CHD9) (Chromatin-related mesenchymal modulator) (CReMM) (Chromatin-remodeling factor CHROM1) (Kismet homolog 2) (PPAR-alpha-interacting complex protein 320 kDa) (Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein)
ATRX_HUMAN	P46100	reviewed	ATRX_HUMAN	Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)
SSPO_MOUSE	Q8CG65	reviewed	SSPO_MOUSE	SCO-spondin
RFW3S_XENLA	A0A974CYQ5	reviewed	RFW3S_XENLA	E3 ubiquitin-protein ligase rfwd3.S (EC 2.3.2.27) (RING finger and WD repeat domain-containing protein 3.S)
OMA1_ARATH	Q9FLI5	reviewed	OMA1_ARATH	Mitochondrial metalloendopeptidase OMA1 (AtOMA1) (EC 3.4.24.-)
MRP3_HUMAN	O15438	reviewed	MRP3_HUMAN	ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3)
CCD89_XENLA	Q7ZW57	reviewed	CCD89_XENLA	Coiled-coil domain-containing protein 89 (Bc8 orange-interacting protein) (XBoip)
LAMA_DROME	Q00174	reviewed	LAMA_DROME	Laminin subunit alpha (Laminin A chain)
HD_MOUSE	P42859	reviewed	HD_MOUSE	Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]
FBXW5_HUMAN	Q969U6	reviewed	FBXW5_HUMAN	F-box/WD repeat-containing protein 5 (F-box and WD-40 domain-containing protein 5)
AHNK_HUMAN	Q09666	reviewed	AHNK_HUMAN	Neuroblast differentiation-associated protein AHNAK (Desmoyokin)
CELR1_HUMAN	Q9NYQ6	reviewed	CELR1_HUMAN	Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2)
AXY9_ARATH	Q9M9N9	reviewed	AXY9_ARATH	Protein ALTERED XYLOGLUCAN 9
P63_HUMAN	Q9H3D4	reviewed	P63_HUMAN	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)
VP13C_DICDI	Q55FG3	reviewed	VP13C_DICDI	Intermembrane lipid transfer protein tipC (Developmental gene 1038 protein) (Putative vacuolar protein sorting-associated protein 13C)
DSCA1_DROME	Q0E9H9	reviewed	DSCA1_DROME	Cell adhesion molecule Dscam1 (Down syndrome cell adhesion molecule homolog)
PP6R3_HUMAN	Q5H9R7	reviewed	PP6R3_HUMAN	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3) (Sporulation-induced transcript 4-associated protein SAPL)
MVD1_CANAL	A0A1D8PC43	reviewed	MVD1_CANAL	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Mevalonate pyrophosphate decarboxylase) (MPD) (Mevalonate-5-diphosphate decarboxylase) (MDD) (MDDase)
MICA1_HUMAN	Q8TDZ2	reviewed	MICA1_HUMAN	[F-actin]-monooxygenase MICAL1 (EC 1.14.13.225) (EC 1.6.3.1) (Molecule interacting with CasL protein 1) (MICAL-1) (NEDD9-interacting protein with calponin homology and LIM domains)
LVSB_DICDI	Q86JF2	reviewed	LVSB_DICDI	BEACH domain-containing protein lvsB
IREB2_HUMAN	P48200	reviewed	IREB2_HUMAN	Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2)
STMP4_ARATH	A0A1P8AQ95	reviewed	STMP4_ARATH	Secreted transmembrane peptide 4 (Phytocytokine STMP4) (Precursor of secreted transmembrane peptide 4)
CAL_ARATH	Q39081	reviewed	CAL_ARATH	Transcription factor CAULIFLOWER (AtCAL) (Agamous-like MADS-box protein AGL10)
ITPR1_HUMAN	Q14643	reviewed	ITPR1_HUMAN	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)
CREM_HUMAN	Q03060	reviewed	CREM_HUMAN	cAMP-responsive element modulator (Inducible cAMP early repressor) (ICER)
RPO7_SACS2	Q980A3	reviewed	RPO7_SACS2	DNA-directed RNA polymerase subunit Rpo7 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit E) (DNA-directed RNA polymerase, subunit E')
RHGF_DROME	X2JDY8	reviewed	RHGF_DROME	Rho GTPase-activating protein Graf (GTPase regulator associated with focal adhesion kinase)
APC_HUMAN	P25054	reviewed	APC_HUMAN	Adenomatous polyposis coli protein (Protein APC) (Deleted in polyposis 2.5)
CACB2_HUMAN	Q08289	reviewed	CACB2_HUMAN	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB)
SMI45_HUMAN	A0A590UK83	reviewed	SMI45_HUMAN	Small integral membrane protein 45
DSD1_DICDI	Q54XE5	reviewed	DSD1_DICDI	D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase)
HNRPQ_HUMAN	O60506	reviewed	HNRPQ_HUMAN	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)
NLRP1_HUMAN	Q9C000	reviewed	NLRP1_HUMAN	NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]
SHOT1_HUMAN	A0MZ66	reviewed	SHOT1_HUMAN	Shootin-1 (Shootin1)
MYH10_HUMAN	P35580	reviewed	MYH10_HUMAN	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)
SPS2_HUMAN	Q99611	reviewed	SPS2_HUMAN	Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)
LYST_MOUSE	P97412	reviewed	LYST_MOUSE	Lysosomal-trafficking regulator (Beige protein) (CHS1 homolog)
AGM2_ARATH	Q9FYG0	reviewed	AGM2_ARATH	Arabinogalactan O-methyltransferase 2 (EC 2.1.1.-)
PDS5E_ARATH	Q9S9P0	reviewed	PDS5E_ARATH	Sister chromatid cohesion protein PDS5 homolog E (Precocious dissociation of sisters protein 5-E) (AtPDS5E)
GRP4_HUMAN	Q8TDF6	reviewed	GRP4_HUMAN	RAS guanyl-releasing protein 4
JMJ28_ARATH	Q8H1S7	reviewed	JMJ28_ARATH	Lysine-specific demethylase JMJ28 (EC 1.14.11.-) (Jumonji domain-containing protein 28) (AtJMJ28) (Protein JUMONJI 28) (Lysine-specific histone demethylase JMJ28) (Protein B160) ([histone H3]-trimethyl-L-lysine monodemethylase JMJ28)
ROH1D_ARATH	Q9CA69	reviewed	ROH1D_ARATH	Protein ROH1D
AURKB_HUMAN	Q96GD4	reviewed	AURKB_HUMAN	Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (AIM-1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B)
ELG1_DROME	Q86BP6	reviewed	ELG1_DROME	Enhanced level of genomic instability 1
FBN2_MOUSE	Q61555	reviewed	FBN2_MOUSE	Fibrillin-2 [Cleaved into: Placensin]
DYN1_MOUSE	P39053	reviewed	DYN1_MOUSE	Dynamin-1 (EC 3.6.5.5) (Dynamin) (Dynamin I)
AL4A1_HUMAN	P30038	reviewed	AL4A1_HUMAN	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)
ALMS1_HUMAN	Q8TCU4	reviewed	ALMS1_HUMAN	Centrosome-associated protein ALMS1 (Alstrom syndrome protein 1)
SMOC2_HUMAN	Q9H3U7	reviewed	SMOC2_HUMAN	SPARC-related modular calcium-binding protein 2 (Secreted modular calcium-binding protein 2) (SMOC-2) (Smooth muscle-associated protein 2) (SMAP-2)
ALMS1_MOUSE	Q8K4E0	reviewed	ALMS1_MOUSE	Centrosome-associated protein ALMS1 (Alstrom syndrome protein 1 homolog)
RGPA1_HUMAN	Q6GYQ0	reviewed	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240)
FNBP1_HUMAN	Q96RU3	reviewed	FNBP1_HUMAN	Formin-binding protein 1 (Formin-binding protein 17) (hFBP17)
GRM1_HUMAN	Q13255	reviewed	GRM1_HUMAN	Metabotropic glutamate receptor 1 (mGluR1)
E70C2_ARATH	Q9FFX6	reviewed	E70C2_ARATH	Exocyst complex component EXO70C2 (AtExo70C2) (Exocyst subunit Exo70 family protein C2)
CRM_DROME	O76906	reviewed	CRM_DROME	Protein cramped
BRCA2_RAT	O35923	reviewed	BRCA2_RAT	Breast cancer type 2 susceptibility protein homolog (Fanconi anemia group D1 protein homolog)
CCAP3_ARATH	Q9LX34	reviewed	CCAP3_ARATH	Cytosolic calcium-binding protein 3 (Cytosolic Ca(2+)-binding protein 3)
NOS3_HUMAN	P29474	reviewed	NOS3_HUMAN	Nitric oxide synthase 3 (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (NOS type III) (NOSIII) (Nitric oxide synthase, endothelial) (Endothelial NOS) (eNOS)
IDGF1_DROME	Q8MM24	reviewed	IDGF1_DROME	Chitinase-like protein Idgf1 (Imaginal disk growth factor protein 1)
HCK_HUMAN	P08631	reviewed	HCK_HUMAN	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck)
NANO3_DANRE	Q90WW1	reviewed	NANO3_DANRE	Nanos homolog 3
NEMP1_DANRE	E7FE40	reviewed	NEMP1_DANRE	Nuclear envelope integral membrane protein 1
MX1_HUMAN	P20591	reviewed	MX1_HUMAN	Interferon-induced GTP-binding protein Mx1 (Interferon-induced protein p78) (IFI-78K) (Interferon-regulated resistance GTP-binding protein MxA) (Myxoma resistance protein 1) (Myxovirus resistance protein 1) [Cleaved into: Interferon-induced GTP-binding protein Mx1, N-terminally processed]
GNDS_HUMAN	Q12967	reviewed	GNDS_HUMAN	Ral guanine nucleotide dissociation stimulator (RalGDS) (Ral guanine nucleotide exchange factor) (RalGEF)
DBNL_MOUSE	Q62418	reviewed	DBNL_MOUSE	Drebrin-like protein (Actin-binding protein 1) (SH3 domain-containing protein 7)
5NT3A_HUMAN	Q9H0P0	reviewed	5NT3A_HUMAN	Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36)
PERP_DANRE	E9QHT9	reviewed	PERP_DANRE	p53 apoptosis effector related to PMP-22
UBP48_DANRE	A0A0R4IB93	reviewed	UBP48_DANRE	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Ubiquitin specific peptidase 48)
NRG1_HUMAN	Q02297	reviewed	NRG1_HUMAN	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]
